DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/21/2016,10:58,MANHATTAN,10012,40.7242353,-73.9977848,"(40.7242353, -73.9977848)",BROADWAY,PRINCE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486290,OTHER,BICYCLE,,,
07/22/2016,18:10,MANHATTAN,10065,40.7613613,-73.9577801,"(40.7613613, -73.9577801)",,,1175 YORK AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486532,PASSENGER VEHICLE,BICYCLE,,,
07/23/2016,19:17,MANHATTAN,10011,40.739164,-73.9969868,"(40.739164, -73.9969868)",,,135 WEST 16 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486391,PASSENGER VEHICLE,BICYCLE,,,
07/23/2016,18:30,MANHATTAN,10010,40.7388307,-73.9831481,"(40.7388307, -73.9831481)",EAST 23 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3490998,PASSENGER VEHICLE,BICYCLE,,,
07/23/2016,17:00,MANHATTAN,10013,40.7209333,-74.0040261,"(40.7209333, -74.0040261)",,,357 CANAL STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486278,PASSENGER VEHICLE,BICYCLE,,,
07/23/2016,14:30,MANHATTAN,10036,40.7603532,-73.991232,"(40.7603532, -73.991232)",WEST 45 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486507,BICYCLE,,,,
07/23/2016,14:00,MANHATTAN,10011,40.7375995,-73.9974344,"(40.7375995, -73.9974344)",,,108 WEST 14 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486308,PASSENGER VEHICLE,BICYCLE,,,
07/24/2016,23:00,MANHATTAN,10017,40.7542505,-73.9689773,"(40.7542505, -73.9689773)",EAST 49 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486472,PASSENGER VEHICLE,BICYCLE,,,
07/24/2016,21:10,MANHATTAN,10023,40.777095,-73.9821021,"(40.777095, -73.9821021)",BROADWAY,WEST 70 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486565,PASSENGER VEHICLE,BICYCLE,,,
07/24/2016,1:40,MANHATTAN,10034,40.8641128,-73.9212504,"(40.8641128, -73.9212504)",WEST 204 STREET,POST AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486648,PASSENGER VEHICLE,BICYCLE,,,
07/24/2016,1:00,MANHATTAN,10065,40.7647874,-73.9684309,"(40.7647874, -73.9684309)",EAST 62 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3486534,PASSENGER VEHICLE,BICYCLE,,,
07/25/2016,21:50,MANHATTAN,10010,40.7387967,-73.977147,"(40.7387967, -73.977147)",1 AVENUE,EAST 26 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491432,PASSENGER VEHICLE,BICYCLE,,,
07/25/2016,18:45,MANHATTAN,10031,40.8259047,-73.9471161,"(40.8259047, -73.9471161)",WEST 146 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489294,PASSENGER VEHICLE,BICYCLE,,,
07/25/2016,16:15,MANHATTAN,10035,40.8050573,-73.9390342,"(40.8050573, -73.9390342)",EAST 125 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489283,PASSENGER VEHICLE,BICYCLE,,,
07/25/2016,10:26,MANHATTAN,10006,40.7109059,-74.014457,"(40.7109059, -74.014457)",LIBERTY STREET,WEST STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3487956,PASSENGER VEHICLE,BICYCLE,,,
07/26/2016,19:10,MANHATTAN,10017,40.7534818,-73.9808885,"(40.7534818, -73.9808885)",5 AVENUE,WEST 42 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489187,PASSENGER VEHICLE,BICYCLE,,,
07/26/2016,16:03,MANHATTAN,10026,40.8032165,-73.9525305,"(40.8032165, -73.9525305)",WEST 116 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489961,PASSENGER VEHICLE,BICYCLE,,,
07/26/2016,12:20,MANHATTAN,10001,40.749638,-73.9990364,"(40.749638, -73.9990364)",9 AVENUE,WEST 28 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3490925,PASSENGER VEHICLE,BICYCLE,,,
07/27/2016,3:35,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",1 AVENUE,EAST 61 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489241,PASSENGER VEHICLE,BICYCLE,,,
07/27/2016,22:35,MANHATTAN,10021,40.7671193,-73.9564948,"(40.7671193, -73.9564948)",1 AVENUE,EAST 71 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489256,PASSENGER VEHICLE,BICYCLE,,,
07/27/2016,21:30,MANHATTAN,10014,40.7323291,-74.0103483,"(40.7323291, -74.0103483)",,,387 WEST STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489160,PASSENGER VEHICLE,BICYCLE,,,
07/27/2016,18:23,MANHATTAN,10036,40.7597902,-73.9879256,"(40.7597902, -73.9879256)",WEST 46 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495340,PASSENGER VEHICLE,BICYCLE,,,
07/27/2016,15:56,MANHATTAN,10039,40.8276577,-73.9396892,"(40.8276577, -73.9396892)",BRADHURST AVENUE,WEST 152 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489307,PASSENGER VEHICLE,BICYCLE,,,
07/28/2016,21:50,MANHATTAN,10002,40.7127699,-73.9885798,"(40.7127699, -73.9885798)",,,225 MADISON STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3490561,PASSENGER VEHICLE,BICYCLE,,,
07/28/2016,20:20,MANHATTAN,10075,40.7756404,-73.9605114,"(40.7756404, -73.9605114)",EAST 79 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489941,BICYCLE,PASSENGER VEHICLE,,,
07/28/2016,19:50,MANHATTAN,10017,40.7532425,-73.9666173,"(40.7532425, -73.9666173)",EAST 49 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489913,PASSENGER VEHICLE,BICYCLE,,,
07/28/2016,19:00,MANHATTAN,10014,40.7278775,-74.0054264,"(40.7278775, -74.0054264)",KING STREET,VARICK STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489876,PASSENGER VEHICLE,BICYCLE,,,
07/28/2016,16:45,MANHATTAN,10033,40.8486847,-73.9392147,"(40.8486847, -73.9392147)",FORT WASHINGTON AVENUE,WEST 178 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491675,PASSENGER VEHICLE,BICYCLE,,,
07/28/2016,16:15,MANHATTAN,10002,40.7199725,-73.9928968,"(40.7199725, -73.9928968)",DELANCEY STREET,CHRYSTIE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3489887,PASSENGER VEHICLE,BICYCLE,,,
07/29/2016,19:50,MANHATTAN,10022,40.7603116,-73.9716962,"(40.7603116, -73.9716962)",EAST 55 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491526,PASSENGER VEHICLE,BICYCLE,,,
07/29/2016,16:00,MANHATTAN,10003,40.7342195,-73.9834307,"(40.7342195, -73.9834307)",,,301 EAST 17 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3490987,PASSENGER VEHICLE,BICYCLE,,,
07/29/2016,14:37,MANHATTAN,10029,40.7970036,-73.9377739,"(40.7970036, -73.9377739)",EAST 116 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491615,PASSENGER VEHICLE,BICYCLE,,,
07/29/2016,12:15,MANHATTAN,10018,40.755251,-73.9986609,"(40.755251, -73.9986609)",10 AVENUE,WEST 35 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3490961,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/30/2016,2:15,MANHATTAN,10025,40.7991021,-73.968541,"(40.7991021, -73.968541)",WEST 103 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491086,PASSENGER VEHICLE,BICYCLE,,,
07/30/2016,20:35,MANHATTAN,10030,40.8202957,-73.9437749,"(40.8202957, -73.9437749)",WEST 141 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491668,PASSENGER VEHICLE,BICYCLE,,,
07/30/2016,15:25,MANHATTAN,10002,40.7207095,-73.9813092,"(40.7207095, -73.9813092)",EAST HOUSTON STREET,AVENUE C,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491420,PASSENGER VEHICLE,BICYCLE,,,
07/30/2016,15:11,MANHATTAN,10002,40.7199725,-73.9928968,"(40.7199725, -73.9928968)",CHRYSTIE STREET,DELANCEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491394,PASSENGER VEHICLE,BICYCLE,,,
07/30/2016,12:30,MANHATTAN,10002,40.7236503,-73.991024,"(40.7236503, -73.991024)",EAST HOUSTON STREET,CHRYSTIE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491391,PASSENGER VEHICLE,BICYCLE,,,
07/31/2016,20:00,MANHATTAN,10022,40.7583292,-73.9689357,"(40.7583292, -73.9689357)",EAST 54 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3491459,PASSENGER VEHICLE,BICYCLE,,,
07/31/2016,16:22,MANHATTAN,10021,40.7724613,-73.9670409,"(40.7724613, -73.9670409)",EAST 72 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3492633,BICYCLE,PASSENGER VEHICLE,,,
08/01/2016,20:45,MANHATTAN,10009,40.7206459,-73.9782644,"(40.7206459, -73.9782644)",,,19 AVENUE D,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497775,BICYCLE,PASSENGER VEHICLE,,,
08/01/2016,18:55,MANHATTAN,10019,40.7634847,-73.9889465,"(40.7634847, -73.9889465)",9 AVENUE,WEST 50 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493861,BICYCLE,,,,
08/03/2016,9:01,MANHATTAN,10028,40.775292,-73.9536264,"(40.775292, -73.9536264)",EAST 82 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493278,PASSENGER VEHICLE,BICYCLE,,,
08/03/2016,8:50,MANHATTAN,10021,40.7743679,-73.9635486,"(40.7743679, -73.9635486)",MADISON AVENUE,EAST 76 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493892,PASSENGER VEHICLE,BICYCLE,,,
08/03/2016,21:20,MANHATTAN,10027,40.8118299,-73.9611113,"(40.8118299, -73.9611113)",BROADWAY,WEST 122 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493940,PASSENGER VEHICLE,BICYCLE,,,
08/03/2016,16:15,MANHATTAN,10017,40.7504936,-73.9717112,"(40.7504936, -73.9717112)",EAST 43 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493853,PASSENGER VEHICLE,BICYCLE,,,
08/03/2016,15:00,MANHATTAN,10014,40.7309788,-74.0089734,"(40.7309788, -74.0089734)",,,612 WASHINGTON STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3493845,PASSENGER VEHICLE,BICYCLE,,,
08/03/2016,14:45,MANHATTAN,10003,40.7370364,-73.9900876,"(40.7370364, -73.9900876)",,,31 EAST 17 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494854,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,21:45,MANHATTAN,10001,40.7485121,-73.9887144,"(40.7485121, -73.9887144)",AVENUE OF THE AMERICAS,WEST 32 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494891,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,17:45,MANHATTAN,10036,40.7628071,-73.9931557,"(40.7628071, -73.9931557)",WEST 47 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495350,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,16:00,MANHATTAN,10003,40.732741,-73.9912031,"(40.732741, -73.9912031)",,,812 BROADWAY,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499845,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,14:35,MANHATTAN,10002,40.7138434,-73.9927243,"(40.7138434, -73.9927243)",EAST BROADWAY,PIKE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499810,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,14:30,MANHATTAN,10009,40.73378,-73.9806452,"(40.73378, -73.9806452)",1 AVENUE,EAST 18 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494491,PASSENGER VEHICLE,BICYCLE,,,
08/04/2016,10:19,MANHATTAN,10011,40.7336114,-73.9995562,"(40.7336114, -73.9995562)",AVENUE OF THE AMERICAS,WEST 8 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495290,PASSENGER VEHICLE,BICYCLE,,,
08/05/2016,8:07,MANHATTAN,10002,40.7152095,-73.9842579,"(40.7152095, -73.9842579)",PITT STREET,GRAND STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494468,PASSENGER VEHICLE,BICYCLE,,,
08/05/2016,15:49,MANHATTAN,10016,40.7432053,-73.9799604,"(40.7432053, -73.9799604)",3 AVENUE,EAST 30 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494518,PASSENGER VEHICLE,BICYCLE,,,
08/05/2016,14:15,MANHATTAN,10003,40.7346735,-73.9945839,"(40.7346735, -73.9945839)",WEST 12 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495289,PASSENGER VEHICLE,BICYCLE,,,
08/05/2016,13:31,MANHATTAN,10006,40.7098381,-74.0148211,"(40.7098381, -74.0148211)",WEST STREET,ALBANY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494791,PASSENGER VEHICLE,BICYCLE,,,
08/06/2016,13:20,MANHATTAN,10011,40.7423726,-73.9955504,"(40.7423726, -73.9955504)",,,168 WEST 21 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3494509,PASSENGER VEHICLE,BICYCLE,,,
08/07/2016,9:40,MANHATTAN,10021,40.7704232,-73.9622113,"(40.7704232, -73.9622113)",EAST 72 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495387,PASSENGER VEHICLE,BICYCLE,,,
08/07/2016,19:32,MANHATTAN,10001,40.7486548,-73.9880972,"(40.7486548, -73.9880972)",,,1270 BROADWAY,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3495321,PASSENGER VEHICLE,BICYCLE,,,
08/07/2016,12:30,MANHATTAN,10002,40.7140628,-73.9899936,"(40.7140628, -73.9899936)",,,165 EAST BROADWAY,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497030,PASSENGER VEHICLE,BICYCLE,,,
08/08/2016,17:17,MANHATTAN,10019,40.7654758,-73.9778166,"(40.7654758, -73.9778166)",,,135 WEST 58 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3496254,PASSENGER VEHICLE,BICYCLE,,,
08/08/2016,16:00,MANHATTAN,10010,40.7400552,-73.9860743,"(40.7400552, -73.9860743)",,,100 EAST 23 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3496234,PASSENGER VEHICLE,BICYCLE,,,
08/09/2016,19:30,MANHATTAN,10022,40.7584318,-73.9730687,"(40.7584318, -73.9730687)",PARK AVENUE,EAST 52 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497067,PASSENGER VEHICLE,BICYCLE,,,
08/09/2016,14:13,MANHATTAN,10030,40.8190473,-73.9446864,"(40.8190473, -73.9446864)",WEST 139 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497913,PASSENGER VEHICLE,BICYCLE,,,
08/10/2016,19:23,MANHATTAN,10013,40.7170989,-73.9985895,"(40.7170989, -73.9985895)",CANAL STREET,MULBERRY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497771,BICYCLE,PASSENGER VEHICLE,,,
08/10/2016,16:40,MANHATTAN,10037,40.8114752,-73.9404806,"(40.8114752, -73.9404806)",,,45 WEST 132 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497917,PASSENGER VEHICLE,BICYCLE,,,
08/10/2016,14:15,MANHATTAN,10018,40.7506611,-73.9877793,"(40.7506611, -73.9877793)",WEST 35 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3497806,PASSENGER VEHICLE,BICYCLE,,,
08/10/2016,13:05,MANHATTAN,10011,40.7459518,-73.9980079,"(40.7459518, -73.9980079)",8 AVENUE,WEST 24 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499401,PASSENGER VEHICLE,BICYCLE,,,
08/10/2016,0:59,MANHATTAN,10022,,,,EAST 59 STREET,2 AVENUE,,1,0,0,0,1,0,1,0,Unspecified,Unspecified,,,,3499093,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/11/2016,18:30,MANHATTAN,10002,40.7150813,-73.9924897,"(40.7150813, -73.9924897)",ALLEN STREET,CANAL STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499812,BICYCLE,,,,
08/11/2016,12:51,MANHATTAN,10018,40.7529363,-73.9854869,"(40.7529363, -73.9854869)",AVENUE OF THE AMERICAS,WEST 39 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499426,PASSENGER VEHICLE,BICYCLE,,,
08/11/2016,11:07,MANHATTAN,10003,40.7305919,-73.9924085,"(40.7305919, -73.9924085)",BROADWAY,EAST 8 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499828,BICYCLE,,,,
08/12/2016,18:00,MANHATTAN,10010,40.7391326,-73.982917,"(40.7391326, -73.982917)",,,309 3 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499069,PASSENGER VEHICLE,BICYCLE,,,
08/12/2016,15:40,MANHATTAN,10002,40.7182653,-73.9942353,"(40.7182653, -73.9942353)",,,247 GRAND STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499816,PASSENGER VEHICLE,BICYCLE,,,
08/12/2016,14:40,MANHATTAN,10019,40.7638253,-73.9923975,"(40.7638253, -73.9923975)",,,700 10 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3501499,PASSENGER VEHICLE,BICYCLE,,,
08/12/2016,13:25,MANHATTAN,10018,40.7522807,-73.9896919,"(40.7522807, -73.9896919)",WEST 36 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499890,PASSENGER VEHICLE,BICYCLE,,,
08/12/2016,12:20,MANHATTAN,10027,40.8068106,-73.9431759,"(40.8068106, -73.9431759)",,,27 WEST 125 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3502924,PASSENGER VEHICLE,BICYCLE,,,
08/14/2016,8:20,MANHATTAN,10018,40.7607762,-74.0021839,"(40.7607762, -74.0021839)",12 AVENUE,WEST 40 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499416,PASSENGER VEHICLE,BICYCLE,,,
08/18/2016,7:54,MANHATTAN,10035,40.7985932,-73.9335177,"(40.7985932, -73.9335177)",1 AVENUE,EAST 120 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3502273,PASSENGER VEHICLE,BICYCLE,,,
08/18/2016,18:30,MANHATTAN,10027,40.8120522,-73.9535429,"(40.8120522, -73.9535429)",WEST 126 STREET,MORNINGSIDE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504359,PASSENGER VEHICLE,BICYCLE,,,
08/18/2016,13:00,MANHATTAN,10036,40.7561391,-73.9831689,"(40.7561391, -73.9831689)",WEST 44 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3503847,PASSENGER VEHICLE,BICYCLE,,,
08/18/2016,0:00,MANHATTAN,10002,40.7130914,-73.9936153,"(40.7130914, -73.9936153)",HENRY STREET,FORSYTH STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504177,PASSENGER VEHICLE,BICYCLE,,,
08/19/2016,22:00,MANHATTAN,10025,40.7916628,-73.9646839,"(40.7916628, -73.9646839)",CENTRAL PARK WEST,WEST 96 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504328,PASSENGER VEHICLE,BICYCLE,,,
08/19/2016,13:00,MANHATTAN,10032,40.8401945,-73.9430642,"(40.8401945, -73.9430642)",WEST 165 STREET,FORT WASHINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504395,PASSENGER VEHICLE,BICYCLE,,,
08/19/2016,0:13,MANHATTAN,10003,40.7311512,-73.985802,"(40.7311512, -73.985802)",,,194 2 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3505052,OTHER,BICYCLE,,,
08/20/2016,8:10,MANHATTAN,10014,40.7287722,-74.0070897,"(40.7287722, -74.0070897)",HUDSON STREET,WEST HOUSTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3503808,PASSENGER VEHICLE,BICYCLE,,,
08/20/2016,1:36,MANHATTAN,10007,40.7152372,-74.0133794,"(40.7152372, -74.0133794)",WEST STREET,MURRAY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504160,PASSENGER VEHICLE,BICYCLE,,,
08/20/2016,14:45,MANHATTAN,10018,40.7510176,-73.9847583,"(40.7510176, -73.9847583)",,,49 WEST 37 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3503858,PASSENGER VEHICLE,BICYCLE,,,
08/21/2016,17:40,MANHATTAN,10029,40.7950721,-73.9391878,"(40.7950721, -73.9391878)",2 AVENUE,EAST 113 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3505137,PASSENGER VEHICLE,BICYCLE,,,
08/21/2016,14:45,MANHATTAN,10010,40.7423579,-73.9847927,"(40.7423579, -73.9847927)",,,372 PARK AVENUE SOUTH,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3504242,PASSENGER VEHICLE,BICYCLE,,,
08/22/2016,15:22,MANHATTAN,10013,40.7190477,-73.9964791,"(40.7190477, -73.9964791)",GRAND STREET,MOTT STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3511072,PASSENGER VEHICLE,BICYCLE,,,
08/22/2016,13:55,MANHATTAN,10002,40.7197501,-73.9921609,"(40.7197501, -73.9921609)",FORSYTH STREET,DELANCEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3510280,PASSENGER VEHICLE,BICYCLE,,,
08/22/2016,12:05,MANHATTAN,10001,40.7496708,-73.9952973,"(40.7496708, -73.9952973)",WEST 30 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3506705,PASSENGER VEHICLE,BICYCLE,,,
08/23/2016,20:40,MANHATTAN,10022,40.7628522,-73.9677279,"(40.7628522, -73.9677279)",LEXINGTON AVENUE,EAST 60 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3505862,PASSENGER VEHICLE,BICYCLE,,,
08/23/2016,20:00,MANHATTAN,10010,40.7441866,-73.9918693,"(40.7441866, -73.9918693)",AVENUE OF THE AMERICAS,WEST 25 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3505835,PASSENGER VEHICLE,BICYCLE,,,
08/24/2016,21:40,MANHATTAN,10019,40.7667248,-73.9787367,"(40.7667248, -73.9787367)",,,180 CENTRAL PARK SOUTH,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3507361,PASSENGER VEHICLE,BICYCLE,,,
08/24/2016,13:05,MANHATTAN,10018,40.753724,-73.9854723,"(40.753724, -73.9854723)",,,104 WEST 40 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3506696,BICYCLE,,,,
08/24/2016,11:50,MANHATTAN,10017,40.7543788,-73.9781162,"(40.7543788, -73.9781162)",,,347 MADISON AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3506698,BICYCLE,,,,
08/24/2016,0:28,MANHATTAN,10011,40.7404431,-74.0020208,"(40.7404431, -74.0020208)",WEST 15 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3506665,PASSENGER VEHICLE,BICYCLE,,,
08/25/2016,8:30,MANHATTAN,10036,40.7548409,-73.9841185,"(40.7548409, -73.9841185)",WEST 42 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3508726,PASSENGER VEHICLE,BICYCLE,,,
08/25/2016,17:00,MANHATTAN,10001,40.7480561,-73.9857009,"(40.7480561, -73.9857009)",,,11 WEST 33 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3508728,PASSENGER VEHICLE,BICYCLE,,,
08/25/2016,14:00,MANHATTAN,10027,40.8103186,-73.9436244,"(40.8103186, -73.9436244)",LENOX AVENUE,WEST 129 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3508908,OTHER,BICYCLE,,,
08/25/2016,11:42,MANHATTAN,10001,40.7508014,-73.9907496,"(40.7508014, -73.9907496)",,,435 7 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3507291,PASSENGER VEHICLE,BICYCLE,,,
08/26/2016,23:35,MANHATTAN,10026,40.8013326,-73.9501877,"(40.8013326, -73.9501877)",LENOX AVENUE,WEST 115 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3508885,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
08/26/2016,18:30,MANHATTAN,10033,,,,WEST 186 STREET,BENNETT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3513831,PASSENGER VEHICLE,BICYCLE,,,
